event_id,event_ts,event_type,customer_id,first_name,last_name,email_masked,phone_masked,country_iso2,city,preferred_language,marketing_consent,loyalty_tier,user_tenure_days,days_since_last_purchase,past_12m_orders,avg_order_value_user,device_type,channel,campaign_id,coupon_applied,product_sku,product_name,product_category,product_subcategory,brand,is_fragile,list_price,discount_pct,unit_price,gift_persona,delivery_speed,delivery_window_hours,payment_type_masked,rating,returned_flag,shipping_country_iso2,currency,season
EVT-002522,2024-11-16 15:04:15.742882,add_to_cart,C01717,Lucas,Williams,luca****s.e***@fr,+33*******832,FR,Paris,Nl,True,Bronze,561,,0,,app,app,,False,CAR-1044,Pop-up Heart Card v5,Cards,General,PaperMuse,False,8.54,0.11,7.6,Friend,standard,48,,,False,FR,ZAR,regular
EVT-006863,2024-11-16 23:41:02.145298,view,C00995,Fleur,Johnson,fleu****n.e***@it,+39*******748,IT,Rome,Nl,False,Bronze,1347,,0,,app,web,,False,PLU-1067,Giant Teddy Bear v3,Plush,General,CuddleNest,False,27.3,0.05,25.93,Friend,standard,48,,,False,IT,INR,regular
EVT-009928,2024-11-17 04:58:29.028144,view,C01807,Wei,Zhang,wei.****g.e***@mx,+52*******622,MX,Ciudad de México,Pl,True,Silver,371,,0,,web,web,,False,CAR-1037,Premium Foil Card v3,Cards,General,Ink&Love,False,3.35,0.05,3.18,Partner,standard,48,,,False,MX,EUR,regular
EVT-008523,2024-11-17 09:30:30.498615,view,C01236,Emma,Johnson,emma****2.e***@mx,+52*******302,MX,Guadalajara,Hi,True,Silver,1335,276.0,1,21.82,web,web,,False,FLO-1024,Tulip Mix 20x v5,Flowers,General,PetalWorks,True,79.76,0.11,70.99,Friend,standard,48,,,False,MX,CAD,regular
EVT-007145,2024-11-17 09:32:47.503963,view,C00768,Liam,Silva,liam****2.e***@jp,+81*******746,JP,Osaka,Es,True,Bronze,409,,0,,web,web,CMP-409,False,PLU-1073,Cupid Plush v4,Plush,General,HeartHaven,False,53.81,0.14,46.28,Friend,standard,48,,,False,JP,EUR,regular
EVT-004545,2024-11-17 10:34:07.787154,view,C00284,Léa,Tanaka,lea.****1.e***@mx,+52*******287,MX,Guadalajara,Fr,True,Bronze,638,,0,,web,web,CMP-830,False,FLO-1024,Tulip Mix 20x v5,Flowers,General,PetalWorks,True,79.76,0.15,67.8,Partner,standard,48,,,False,MX,PLN,regular
EVT-009211,2024-11-17 10:37:42.963070,view,C00464,Olivia,Wang,oliv****2.e***@nl,+31*******918,NL,Utrecht,Fr,True,Silver,0,134.0,1,189.27,app,app,,False,CHO-1001,Truffle Assortment v2,Chocolate,General,SweetArrow,False,26.04,0.11,23.18,Partner,standard,48,,,False,NL,GBP,regular
EVT-002147,2024-11-17 13:58:29.091185,purchase,C00087,Sven,Bakker,sven****2.e***@nl,+31*******265,NL,Rotterdam,Es,True,Silver,1380,,0,,app,app,,False,EXP-1052,Gourmet Dinner v3,Experiences,Dinner,Epicurea,False,232.02,0.1,208.82,Partner,express,24,invoice,2,False,NL,BRL,regular
EVT-007761,2024-11-17 17:03:31.067654,view,C01222,Amir,Lefevre,amir****1.e***@nl,+31*******415,NL,Amsterdam,Zh,True,Bronze,0,680.0,0,10.58,app,web,,False,JEW-1034,Couple Bracelet Set v5,Jewelry,General,AuroraLink,True,225.62,0.09,205.31,Partner,standard,48,,,False,NL,EUR,regular
EVT-004407,2024-11-17 23:15:41.249215,view,C00805,Hiro,Williams,hiro****s.e***@au,+61*******211,AU,Sydney,No,True,Bronze,694,248.0,3,141.63,app,email,CMP-995,False,EXP-1049,Spa Day for Two v5,Experiences,Spa,ZenPulse,False,67.45,0.13,58.68,Partner,express,24,,,False,AU,AUD,regular
EVT-002200,2024-11-17 23:57:42.867871,view,C00550,Zoë,Brown,zoë.****n.e***@jp,+81*******990,JP,Tokyo,De,False,Bronze,0,,0,,app,app,CMP-861,False,GIF-1083,Universal Gift Card $100 v4,GiftCards,GiftCard,Giftly,False,75.0,0.19,60.75,Partner,express,24,,,False,JP,GBP,regular
EVT-006196,2024-11-18 07:25:42.031171,add_to_cart,C01006,Liam,Nowak,liam****2.e***@cn,+86*******404,CN,Guangzhou,Es,True,Silver,308,375.0,0,18.87,app,web,,True,CHO-1001,Truffle Assortment v2,Chocolate,General,SweetArrow,False,26.04,0.13,22.65,Partner,standard,48,,,False,CN,EUR,regular
EVT-008294,2024-11-18 08:24:40.246106,purchase,C01669,Lucas,Brown,luca****n.e***@ca,+18*******273,CA,Vancouver,No,True,Silver,1074,650.0,0,18.68,web,app,,False,CAR-1044,Pop-up Heart Card v5,Cards,General,PaperMuse,False,8.54,0.1,7.69,Partner,express,24,invoice,4,False,CA,USD,regular
EVT-005676,2024-11-18 11:08:17.575174,add_to_cart,C01675,Santiago,Lefevre,sant****1.e***@sg,+65*******298,SG,Singapore,Da,True,Silver,940,495.0,0,37.36,app,app,,False,JEW-1031,Couple Bracelet Set v2,Jewelry,General,AuroraLink,True,288.27,0.16,242.15,Partner,standard,48,,,False,SG,BRL,regular
EVT-003731,2024-11-18 17:22:56.495228,purchase,C01341,Wei,Santos,wei.****s.e***@uk,+44*******374,GB,London,Sv,True,Bronze,902,649.0,0,19.83,web,app,CMP-232,True,CHO-1002,Truffle Assortment v3,Chocolate,General,SweetArrow,False,26.61,0.13,23.15,Self,same_day,8,card,3.0,False,GB,EUR,regular
EVT-008756,2024-11-18 22:12:17.173459,view,C00118,Sofía,Williams,sofi****1.e***@au,+61*******516,AU,Brisbane,No,True,Silver,244,,0,,web,app,,False,CHO-1004,Truffle Assortment v5,Chocolate,General,SweetArrow,False,28.81,0.15,24.49,Friend,express,24,,,False,AU,EUR,regular
EVT-008543,2024-11-18 23:02:23.024891,view,C01089,Aarav,Silva,aara****1.e***@cn,+86*******583,CN,Shanghai,Pt,True,Bronze,698,283.0,1,16.93,web,social,,False,PER-1060,Midnight Bloom v1,Perfume,General,Scentora,True,164.76,0.0,164.76,Friend,standard,48,,,False,CN,ZAR,regular
EVT-001745,2024-11-19 00:35:10.286469,view,C01953,Chloé,Williams,chlo****2.e***@pl,+48*******163,PL,Warsaw,Pl,True,Bronze,0,,0,,web,web,,False,EXP-1050,Gourmet Dinner v1,Experiences,Dinner,Epicurea,False,138.4,0.05,131.48,Self,standard,48,,,False,PL,EUR,regular
EVT-003010,2024-11-19 12:13:50.726321,view,C01840,Fleur,Johnson,fleu****n.e***@cn,+86*******484,CN,Guangzhou,Zh,True,Silver,153,,0,,app,web,,False,JEW-1031,Couple Bracelet Set v2,Jewelry,General,AuroraLink,True,288.27,0.2,230.62,Partner,standard,48,,,False,CN,EUR,regular
EVT-001932,2024-11-19 13:04:33.692397,view,C00362,Milan,Santos,mila****s.e***@fr,+33*******026,FR,Bordeaux,No,False,Bronze,652,,0,,web,web,,False,FLO-1015,Red Roses 12x v1,Flowers,Roses,BloomCraft,True,50.06,0.14,43.05,Parent,express,24,,,False,FR,EUR,regular
EVT-001147,2024-11-19 17:46:19.546431,view,C00632,Fleur,Silva,fleu****1.e***@fr,+33*******129,FR,Paris,Pl,False,Silver,0,,0,,web,web,CMP-225,False,PER-1056,Eau de Romance v2,Perfume,General,AromaNova,True,121.38,0.29,86.18,Partner,standard,48,,,False,FR,CNY,regular
EVT-000266,2024-11-20 04:53:50.681475,purchase,C01813,Santiago,García,sant****a.e***@es,+34*******938,ES,Madrid,Hi,True,Bronze,667,,0,,web,web,,True,CHO-1006,Dark Cocoa 85% v2,Chocolate,Dark,ChocoForge,False,15.91,0.21,12.57,Parent,express,24,wallet,4.0,False,ES,RON,regular
EVT-004373,2024-11-20 11:12:55.238841,purchase,C00254,Hiro,Bakker,hiro****2.e***@se,+46*******048,SE,Gothenburg,No,True,Silver,312,,0,,app,email,,False,FLO-1015,Red Roses 12x v1,Flowers,Roses,BloomCraft,True,50.06,0.06,47.06,Partner,standard,48,wallet,5.0,False,SE,NOK,regular
EVT-005685,2024-11-20 12:47:21.570539,purchase,C01589,Léa,Williams,lea.****2.e***@uk,+44*******384,GB,Edinburgh,It,True,Silver,1378,,0,,web,app,CMP-858,False,EXP-1053,Gourmet Dinner v4,Experiences,Dinner,Epicurea,False,122.45,0.16,102.86,Partner,same_day,8,wallet,,True,GB,SEK,regular
EVT-003405,2024-11-20 14:45:28.363503,view,C00681,Santiago,Romano,sant****1.e***@it,+39*******563,IT,Milan,Pt,True,Silver,1138,,0,,web,email,,False,GIF-1077,Universal Gift Card $50 v3,GiftCards,GiftCard,Giftly,False,50.0,0.02,49.0,Self,express,24,,,False,IT,EUR,regular
EVT-001582,2024-11-20 16:19:52.171358,add_to_cart,C00909,Sofía,Santos,sofi****1.e***@fr,+33*******328,FR,Bordeaux,Pt,True,Silver,886,647.0,0,101.03,web,app,CMP-688,False,GIF-1075,Universal Gift Card $50 v1,GiftCards,GiftCard,Giftly,False,100.0,0.15,85.0,Partner,standard,48,,,False,FR,SGD,regular
EVT-000716,2024-11-20 21:22:24.988554,add_to_cart,C01797,Aarav,García,aara****1.e***@uk,+44*******864,GB,Manchester,De,False,Bronze,168,,0,,web,social,CMP-234,False,CHO-1001,Truffle Assortment v2,Chocolate,General,SweetArrow,False,26.04,0.08,23.96,Partner,standard,48,,,False,GB,EUR,regular
EVT-007390,2024-11-21 09:17:53.375406,view,C01803,Isha,Suzuki,isha****2.e***@br,+55*******209,BR,Belo Horizonte,De,False,Silver,229,,0,,web,web,,False,JEW-1029,Silver Pendant Heart v5,Jewelry,General,LunaGems,True,158.6,0.13,137.98,Self,standard,48,,,False,BR,EUR,regular
EVT-004857,2024-11-21 12:51:12.862148,add_to_cart,C01011,Hiro,Jansen,hiro****2.e***@uk,+44*******394,GB,Edinburgh,Ja,True,Bronze,1297,653.0,0,97.21,web,web,CMP-924,True,CHO-1000,Truffle Assortment v1,Chocolate,General,SweetArrow,False,18.11,0.16,15.21,Partner,standard,48,,,False,GB,EUR,regular
EVT-004114,2024-11-21 20:19:32.079297,view,C01163,Giulia,Schmidt,giul****2.e***@au,+61*******946,AU,Melbourne,Nl,True,Bronze,1184,37.0,2,28.27,app,app,,False,PER-1058,Eau de Romance v4,Perfume,General,AromaNova,True,120.01,0.1,108.01,Partner,standard,48,,,False,AU,EUR,regular
EVT-001905,2024-11-21 20:52:35.598125,add_to_cart,C00630,Sven,Santos,sven****s.e***@it,+39*******640,IT,Milan,Zh,False,Bronze,0,,0,,app,web,,True,CHO-1014,Heart Box Pralines v5,Chocolate,General,VelvetCacao,False,29.32,0.13,25.51,Self,standard,48,,,False,IT,MXN,regular
EVT-009525,2024-11-22 01:53:07.349598,add_to_cart,C00221,Milan,Patel,mila****l.e***@es,+34*******985,ES,Barcelona,It,False,Silver,0,,0,,app,web,,False,EXP-1047,Spa Day for Two v3,Experiences,Spa,ZenPulse,False,112.05,0.12,98.6,Partner,standard,48,,,False,ES,EUR,regular
EVT-005446,2024-11-22 02:54:11.535439,view,C00075,Noah,Santos,noah****1.e***@br,+55*******600,BR,São Paulo,Es,False,Silver,0,,0,,web,email,CMP-773,False,CHO-1014,Heart Box Pralines v5,Chocolate,General,VelvetCacao,False,29.32,0.17,24.34,Self,express,24,,,False,BR,JPY,regular
EVT-007329,2024-11-22 03:03:14.859811,view,C00742,Léa,Santos,lea.****1.e***@no,+47*******538,NO,Oslo,Da,True,Bronze,1047,,0,,web,email,,False,CAR-1039,Premium Foil Card v5,Cards,General,Ink&Love,False,3.37,0.18,2.76,Partner,standard,48,,,False,NO,INR,regular
EVT-001704,2024-11-22 13:50:14.532473,view,C01510,Noah,Fernández,noah****2.e***@ca,+18*******749,CA,Vancouver,Da,True,Bronze,0,,0,,web,app,CMP-287,False,PER-1063,Midnight Bloom v4,Perfume,General,Scentora,True,72.12,0.1,64.91,Partner,express,24,,,False,CA,CAD,regular
EVT-008841,2024-11-22 14:39:54.729219,view,C01938,Leah,Bakker,leah****2.e***@no,+47*******766,NO,Bergen,It,True,Silver,454,652.0,0,147.1,app,web,,False,PLU-1069,Giant Teddy Bear v5,Plush,General,CuddleNest,False,49.06,0.17,40.72,Partner,standard,48,,,False,NO,EUR,regular
EVT-001226,2024-11-22 16:38:39.294691,view,C00479,Mei,Suzuki,mei.****1.e***@br,+55*******371,BR,Belo Horizonte,Pt,True,Bronze,0,,0,,web,app,CMP-682,False,GIF-1080,Universal Gift Card $100 v1,GiftCards,GiftCard,Giftly,False,75.0,0.08,69.0,Partner,standard,48,,,False,BR,JPY,regular
EVT-005076,2024-11-23 12:25:19.037089,add_to_cart,C00088,Giulia,Lefevre,giul****1.e***@es,+34*******735,ES,Barcelona,Fr,True,Bronze,675,,0,,app,web,,False,CAR-1041,Pop-up Heart Card v2,Cards,General,PaperMuse,False,11.41,0.17,9.47,Partner,standard,48,,,False,ES,EUR,regular
EVT-002892,2024-11-23 16:45:58.075897,wishlist,C01068,Sven,Johnson,sven****n.e***@no,+47*******167,NO,Bergen,Ja,True,Silver,919,,0,,web,app,,False,FLO-1023,Tulip Mix 20x v4,Flowers,General,PetalWorks,True,75.11,0.07,69.85,Friend,express,24,,,False,NO,INR,regular
EVT-003003,2024-11-23 17:48:35.757149,view,C01957,Fleur,Jansen,fleu****n.e***@pl,+48*******326,PL,Warsaw,Nl,True,Bronze,744,,0,,app,web,CMP-191,False,PLU-1068,Giant Teddy Bear v4,Plush,General,CuddleNest,False,53.23,0.15,45.25,Partner,standard,48,,,False,PL,GBP,regular
EVT-009340,2024-11-23 19:15:28.745089,wishlist,C01690,Zoë,Rossi,zoë.****i.e***@dk,+45*******616,DK,Copenhagen,Nl,True,Silver,868,,0,,web,app,,False,JEW-1029,Silver Pendant Heart v5,Jewelry,General,LunaGems,True,158.6,0.0,158.6,Friend,standard,48,,,False,DK,AUD,regular
EVT-009164,2024-11-23 23:03:19.729861,view,C00289,Sven,Santos,sven****2.e***@jp,+81*******115,JP,Osaka,Es,True,Gold,0,,0,,web,web,CMP-995,False,CHO-1010,Heart Box Pralines v1,Chocolate,General,VelvetCacao,False,26.21,0.0,26.21,Partner,express,24,,,False,JP,SGD,regular
EVT-000164,2024-11-24 00:54:25.448808,view,C00198,Emma,Smith,emma****2.e***@dk,+45*******620,DK,Aarhus,Zh,False,Silver,568,,0,,web,web,CMP-665,False,FLO-1023,Tulip Mix 20x v4,Flowers,General,PetalWorks,True,75.11,0.16,63.09,Partner,standard,48,,,False,DK,JPY,regular
EVT-006850,2024-11-24 02:55:08.021066,add_to_cart,C00050,Aarav,Brown,aara****n.e***@pl,+48*******973,PL,Warsaw,Es,True,Bronze,582,,0,,web,web,,False,CHO-1014,Heart Box Pralines v5,Chocolate,General,VelvetCacao,False,29.32,0.0,29.32,Partner,express,24,,,False,PL,JPY,regular
EVT-000737,2024-11-24 06:10:38.408173,view,C00653,Lucas,Dubois,luca****2.e***@it,+39*******275,IT,Milan,Sv,True,Bronze,601,,0,,web,social,CMP-907,False,FLO-1019,Red Roses 12x v5,Flowers,Roses,BloomCraft,True,56.23,0.13,48.92,Partner,standard,48,,,False,IT,EUR,regular
EVT-005190,2024-11-24 13:29:35.184385,view,C00960,Olivia,De Vries,oliv****1.e***@br,+55*******428,BR,Belo Horizonte,Es,True,Silver,0,,0,,app,web,CMP-939,False,EXP-1052,Gourmet Dinner v3,Experiences,Dinner,Epicurea,False,232.02,0.06,218.1,Partner,standard,48,,,False,BR,EUR,regular
EVT-002105,2024-11-24 15:02:26.185226,view,C01184,Amir,Schmidt,amir****1.e***@se,+46*******363,SE,Gothenburg,Sv,True,Silver,0,,0,,app,web,CMP-609,False,CHO-1013,Heart Box Pralines v4,Chocolate,General,VelvetCacao,False,16.0,0.21,12.64,Self,standard,48,,,False,SE,EUR,regular
EVT-008254,2024-11-24 19:33:43.799483,add_to_cart,C01139,Sofía,Wang,sofi****2.e***@nl,+31*******550,NL,Amsterdam,Hi,True,Bronze,912,352.0,1,22.83,web,web,,False,FLO-1021,Tulip Mix 20x v2,Flowers,General,PetalWorks,True,48.03,0.05,45.63,Partner,standard,48,,,False,NL,GBP,regular
EVT-008215,2024-11-25 00:35:18.791921,add_to_cart,C00549,Amir,García,amir****a.e***@mx,+52*******476,MX,Monterrey,Pt,False,Silver,745,487.0,0,157.02,web,web,,False,PER-1060,Midnight Bloom v1,Perfume,General,Scentora,True,164.76,0.15,140.05,Partner,same_day,8,,,False,MX,EUR,regular
EVT-004181,2024-11-25 01:13:50.517183,view,C00078,Yui,Wang,yui.****1.e***@mx,+52*******701,MX,Ciudad de México,Nl,False,Bronze,1237,,0,,app,email,CMP-659,False,PER-1057,Eau de Romance v3,Perfume,General,AromaNova,True,107.43,0.14,92.39,Partner,standard,48,,,False,MX,INR,regular
EVT-009976,2024-11-25 03:38:19.997115,view,C00399,Liam,Williams,liam****s.e***@za,+27*******830,ZA,Johannesburg,It,True,Silver,1351,285.0,1,16.3,web,web,,False,CHO-1001,Truffle Assortment v2,Chocolate,General,SweetArrow,False,26.04,0.1,23.44,Partner,standard,48,,,False,ZA,JPY,regular
EVT-003772,2024-11-25 20:25:10.942090,view,C00780,Léa,Kowalski,lea.****1.e***@de,+49*******633,DE,Cologne,Ja,False,Silver,1270,,0,,app,app,,False,CAR-1043,Pop-up Heart Card v4,Cards,General,PaperMuse,False,4.58,0.09,4.17,Self,two_hour,2,,,False,DE,PLN,regular
EVT-001729,2024-11-26 01:01:25.747342,purchase,C00087,Sven,Bakker,sven****2.e***@nl,+31*******265,NL,Rotterdam,Es,True,Silver,0,,0,,web,web,CMP-559,False,JEW-1033,Couple Bracelet Set v4,Jewelry,General,AuroraLink,True,102.23,0.11,90.98,Parent,standard,48,card,2.0,False,NL,CAD,regular
EVT-005390,2024-11-26 02:53:23.966326,add_to_cart,C00143,Aarav,Nowak,aara****k.e***@jp,+81*******410,JP,Tokyo,Pl,True,Bronze,0,,0,,web,app,CMP-392,False,FLO-1022,Tulip Mix 20x v3,Flowers,General,PetalWorks,True,21.25,0.13,18.49,Partner,standard,48,,,False,JP,AED,regular
EVT-006476,2024-11-26 03:55:39.037538,view,C00186,Sofía,Johnson,sofi****n.e***@jp,+81*******946,JP,Tokyo,De,False,Bronze,369,,0,,web,web,CMP-842,False,PER-1059,Eau de Romance v5,Perfume,General,AromaNova,True,106.88,0.17,88.71,Partner,same_day,8,,,False,JP,USD,regular
EVT-007207,2024-11-26 06:49:42.621296,purchase,C01979,Mateo,Patel,mate****1.e***@it,+39*******695,IT,Rome,Nl,True,Silver,5,551.0,0,135.05,app,web,,False,EXP-1053,Gourmet Dinner v4,Experiences,Dinner,Epicurea,False,122.45,0.11,108.98,Partner,express,24,invoice,4,False,IT,BRL,regular
EVT-000563,2024-11-26 07:07:40.511480,view,C01259,Amir,Wang,amir****2.e***@nl,+31*******265,NL,Amsterdam,Pl,False,Bronze,756,,0,,app,web,,False,PLU-1067,Giant Teddy Bear v3,Plush,General,CuddleNest,False,27.3,0.12,24.02,Partner,standard,48,,,False,NL,EUR,regular
EVT-000865,2024-11-26 11:48:18.242416,purchase,C01418,Noah,Nowak,noah****k.e***@dk,+45*******927,DK,Copenhagen,Da,True,Gold,980,,0,,app,web,,True,EXP-1047,Spa Day for Two v3,Experiences,Spa,ZenPulse,False,112.05,0.0,112.05,Partner,standard,48,wallet,4.0,False,DK,SEK,regular
EVT-001517,2024-11-26 19:09:01.935402,view,C00197,Fleur,Silva,fleu****2.e***@com,+12*******150,US,New York,Da,True,Bronze,466,518.0,0,92.4,web,web,,False,CHO-1008,Dark Cocoa 85% v4,Chocolate,Dark,ChocoForge,False,23.89,0.22,18.63,Self,standard,48,,,False,US,EUR,regular
EVT-000714,2024-11-27 07:18:56.852913,view,C00772,Emma,Lefevre,emma****1.e***@br,+55*******738,BR,São Paulo,Zh,False,Bronze,50,,0,,app,web,,False,PLU-1067,Giant Teddy Bear v3,Plush,General,CuddleNest,False,27.3,0.17,22.66,Friend,standard,48,,,False,BR,GBP,regular
EVT-009412,2024-11-27 10:33:15.727838,add_to_cart,C00547,Santiago,Fernández,sant****2.e***@dk,+45*******652,DK,Copenhagen,En,True,Bronze,0,401.0,0,23.95,web,web,,False,CHO-1003,Truffle Assortment v4,Chocolate,General,SweetArrow,False,17.82,0.28,12.83,Partner,express,24,,,False,DK,NOK,regular
EVT-002393,2024-11-28 02:16:57.443610,add_to_cart,C01847,Yui,García,yui.****1.e***@sg,+65*******536,SG,Singapore,Zh,True,Silver,0,,0,,web,web,CMP-441,True,CAR-1043,Pop-up Heart Card v4,Cards,General,PaperMuse,False,4.58,0.06,4.31,Partner,standard,48,,,False,SG,CAD,regular
EVT-003018,2024-11-28 11:48:30.885865,view,C01107,Lucas,Nowak,luca****k.e***@dk,+45*******846,DK,Aarhus,Zh,True,Gold,22,,0,,web,web,,False,JEW-1031,Couple Bracelet Set v2,Jewelry,General,AuroraLink,True,288.27,0.02,282.5,Partner,standard,48,,,False,DK,MXN,regular
EVT-003905,2024-11-28 16:07:16.014100,add_to_cart,C00181,Milan,Dubois,mila****s.e***@no,+47*******337,NO,Oslo,Da,True,Bronze,0,,0,,web,web,CMP-359,False,PLU-1072,Cupid Plush v3,Plush,General,HeartHaven,False,39.97,0.0,39.97,Partner,two_hour,2,,,False,NO,USD,regular
EVT-008888,2024-11-28 23:58:00.620290,purchase,C01514,Lucas,Tanaka,luca****2.e***@au,+61*******719,AU,Melbourne,Da,True,Silver,681,,0,,app,app,CMP-657,True,CHO-1008,Dark Cocoa 85% v4,Chocolate,Dark,ChocoForge,False,23.89,0.12,21.02,Friend,standard,48,invoice,3,False,AU,KRW,regular
EVT-005814,2024-11-29 08:25:06.378868,purchase,C00721,Mateo,Tanaka,mate****1.e***@mx,+52*******997,MX,Ciudad de México,De,True,Bronze,349,294.0,1,67.0,web,web,CMP-386,False,GIF-1078,Universal Gift Card $50 v4,GiftCards,GiftCard,Giftly,False,75.0,0.03,72.75,Friend,express,24,wallet,,True,MX,EUR,regular
EVT-000629,2024-11-29 11:11:24.370162,purchase,C01350,Fleur,Johnson,fleu****n.e***@uk,+44*******188,GB,Manchester,En,True,Silver,0,,0,,app,email,,False,JEW-1031,Couple Bracelet Set v2,Jewelry,General,AuroraLink,True,288.27,0.08,265.21,Friend,express,24,card,3.0,False,GB,MXN,regular
EVT-008350,2024-11-29 18:09:01.008568,purchase,C01039,Mateo,Kowalski,mate****i.e***@no,+47*******543,NO,Oslo,Zh,True,Bronze,0,,0,,web,web,CMP-429,False,JEW-1027,Silver Pendant Heart v3,Jewelry,General,LunaGems,True,228.04,0.02,223.48,Colleague,standard,48,card,3.0,False,NO,USD,regular
EVT-003626,2024-11-29 21:34:55.014399,view,C00572,Wei,Tanaka,wei.****2.e***@za,+27*******382,ZA,Cape Town,It,True,Bronze,886,,0,,web,web,,False,CAR-1044,Pop-up Heart Card v5,Cards,General,PaperMuse,False,8.54,0.15,7.26,Partner,standard,48,,,False,ZA,NOK,regular
EVT-003792,2024-11-30 00:59:57.004804,add_to_cart,C00289,Sven,Santos,sven****2.e***@jp,+81*******115,JP,Osaka,Es,True,Gold,145,121.0,2,16.02,web,email,,False,GIF-1076,Universal Gift Card $50 v2,GiftCards,GiftCard,Giftly,False,75.0,0.1,67.5,Partner,standard,48,,,False,JP,EUR,regular
EVT-001138,2024-12-01 16:49:26.757820,view,C00400,Yui,Wang,yui.****2.e***@com,+12*******021,US,New York,It,False,Gold,0,,0,,web,web,,False,EXP-1050,Gourmet Dinner v1,Experiences,Dinner,Epicurea,False,138.4,0.15,117.64,Partner,standard,48,,,False,US,ZAR,regular
EVT-005415,2024-12-01 18:09:30.465481,view,C01351,Noah,Rossi,noah****i.e***@it,+39*******271,IT,Milan,Fr,True,Gold,1065,396.0,0,26.68,web,app,CMP-728,False,JEW-1034,Couple Bracelet Set v5,Jewelry,General,AuroraLink,True,225.62,0.1,203.06,Friend,two_hour,2,,,False,IT,MXN,regular
EVT-000654,2024-12-02 03:35:49.527787,add_to_cart,C00722,Emma,Patel,emma****l.e***@sg,+65*******462,SG,Singapore,Ja,True,Silver,0,,0,,app,web,CMP-151,False,EXP-1045,Spa Day for Two v1,Experiences,Spa,ZenPulse,False,177.01,0.2,141.61,Parent,standard,48,,,False,SG,EUR,regular
EVT-002121,2024-12-02 11:25:09.059376,purchase,C01192,Wei,Fernández,wei.****2.e***@es,+34*******235,ES,Barcelona,Es,True,Silver,808,,0,,app,web,CMP-820,False,PLU-1065,Giant Teddy Bear v1,Plush,General,CuddleNest,False,18.72,0.05,17.78,Partner,standard,48,invoice,4,False,ES,EUR,regular
EVT-008437,2024-12-02 17:42:33.924164,view,C00539,Santiago,Wang,sant****1.e***@au,+61*******644,AU,Melbourne,Fr,True,Bronze,0,,0,,web,web,,False,PLU-1074,Cupid Plush v5,Plush,General,HeartHaven,False,42.94,0.16,36.07,Self,same_day,8,,,False,AU,SGD,regular
EVT-002850,2024-12-02 17:59:28.989743,view,C00194,Yui,Silva,yui.****a.e***@es,+34*******387,ES,Madrid,Nl,True,Silver,532,294.0,1,58.61,app,web,CMP-246,False,PLU-1066,Giant Teddy Bear v2,Plush,General,CuddleNest,False,31.95,0.19,25.88,Self,same_day,8,,,False,ES,EUR,regular
EVT-009249,2024-12-03 00:47:32.368709,wishlist,C00873,Milan,Romano,mila****2.e***@mx,+52*******442,MX,Monterrey,Ja,True,Bronze,643,,0,,app,web,CMP-837,False,FLO-1023,Tulip Mix 20x v4,Flowers,General,PetalWorks,True,75.11,0.17,62.34,Friend,standard,48,,,False,MX,BRL,regular
EVT-007627,2024-12-03 02:04:05.554989,view,C01700,Mei,Dubois,mei.****1.e***@dk,+45*******053,DK,Copenhagen,Pt,True,Silver,1291,452.0,0,24.3,app,app,CMP-368,False,GIF-1080,Universal Gift Card $100 v1,GiftCards,GiftCard,Giftly,False,75.0,0.19,60.75,Self,standard,48,,,False,DK,USD,regular
EVT-005268,2024-12-03 02:20:50.932393,view,C01462,Sven,Suzuki,sven****1.e***@br,+55*******486,BR,Rio de Janeiro,Da,False,Bronze,639,,0,,web,web,,False,PLU-1073,Cupid Plush v4,Plush,General,HeartHaven,False,53.81,0.06,50.58,Parent,standard,48,,,False,BR,AUD,regular
EVT-002765,2024-12-03 06:12:32.920575,view,C01802,Léa,Nowak,lea.****1.e***@jp,+81*******232,JP,Tokyo,De,True,Silver,0,132.0,1,147.5,app,app,CMP-105,False,CHO-1014,Heart Box Pralines v5,Chocolate,General,VelvetCacao,False,29.32,0.11,26.09,Friend,express,24,,,False,JP,EUR,regular
EVT-006421,2024-12-03 12:11:51.595674,view,C01656,Milan,Bakker,mila****r.e***@cn,+86*******168,CN,Shanghai,Fr,True,Bronze,384,298.0,1,20.87,web,web,,False,CHO-1002,Truffle Assortment v3,Chocolate,General,SweetArrow,False,26.61,0.0,26.61,Friend,standard,48,,,False,CN,BRL,regular
EVT-001456,2024-12-03 15:35:57.173832,add_to_cart,C01698,Liam,Schmidt,liam****1.e***@jp,+81*******077,JP,Osaka,En,True,Bronze,1107,,0,,app,app,,False,PLU-1070,Cupid Plush v1,Plush,General,HeartHaven,False,53.35,0.2,42.68,Partner,express,24,,,False,JP,CNY,regular
EVT-004310,2024-12-03 20:25:44.314224,purchase,C01769,Noah,Rossi,noah****i.e***@za,+27*******813,ZA,Durban,It,True,Bronze,1086,,0,,app,web,,False,CHO-1013,Heart Box Pralines v4,Chocolate,General,VelvetCacao,False,16.0,0.1,14.4,Friend,standard,48,invoice,3.0,False,ZA,KRW,regular
EVT-009370,2024-12-03 20:56:44.550092,view,C00110,Noah,Smith,noah****1.e***@uk,+44*******392,GB,London,De,True,Bronze,537,,0,,app,web,,False,PLU-1066,Giant Teddy Bear v2,Plush,General,CuddleNest,False,31.95,0.11,28.44,Partner,standard,48,,,False,GB,JPY,regular
