sale_id,product_id,customer_id,store_id,promotion_id,supplier_id,date_id,quantity_sold,unit_price,discount_amount,total_amount,cost_amount,profit_margin,payment_method,payment_token,payment_last4,iban_is_test,created_utc
SALE05782,P0055,C00096,S0184,PR015,SUP003,20260217,2,1.86,0.00,3.72,2.36,0.3656,card_token,tok_card_2dabc92fbf8f,4444,false,2026-02-17T18:24:00Z
SALE05783,P0014,C00402,S0100,PR010,SUP004,20251020,6,3.68,0.00,22.08,14.46,0.3451,card_token,tok_card_fab7ad6920c8,4242,false,2025-10-20T09:30:00Z
SALE05784,P0006,C00870,S0073,PR015,SUP002,20250807,1,4.61,0.92,3.69,3.25,0.1192,card_token,tok_card_f5173ae27b72,2222,false,2025-08-07T10:20:00Z
SALE05785,P0051,C00449,S0085,,SUP004,20250419,7,3.23,0.00,22.61,13.30,0.4118,card_token,tok_card_eebbc5f69d3c,4444,false,2025-04-19T19:23:00Z
SALE05786,P0003,C00795,S0055,PR001,SUP009,20250210,4,3.33,0.00,13.32,9.44,0.2913,wallet,tok_wallet_ba611dae9b3a,,false,2025-02-10T10:54:00Z
SALE05787,P0045,C00389,S0151,PR003,SUP007,20251111,1,6.55,0.00,6.55,4.22,0.3557,card_token,tok_card_af22dedea5b4,4242,false,2025-11-11T10:23:00Z
SALE05788,P0036,C01323,S0102,PR008,SUP004,20250427,6,2.98,0.00,17.88,10.68,0.4027,card_token,tok_card_ee0b4dbbdd5c,0000,false,2025-04-27T11:37:00Z
SALE05789,P0052,C01612,S0037,PR005,SUP008,20250704,8,3.17,0.00,25.36,19.20,0.2429,iban_token,tok_iban_IT88_TSTB_2437698903,,true,2025-07-04T14:43:00Z
SALE05790,P0017,C01571,S0015,PR002,SUP005,20250920,3,1.23,0.00,3.69,2.46,0.3333,card_token,tok_card_e2ce5decfffc,2222,false,2025-09-20T11:52:00Z
SALE05791,P0051,C01889,S0135,PR002,SUP008,20251011,7,3.23,0.00,22.61,13.30,0.4118,card_token,tok_card_2cfa0b2bd9ee,1881,false,2025-10-11T19:25:00Z
SALE05792,P0007,C01636,S0051,PR013,SUP009,20250811,7,4.52,0.00,31.64,20.86,0.3407,wallet,tok_wallet_bcae6b5d61e2,,false,2025-08-11T08:22:00Z
SALE05793,P0026,C00092,S0058,PR005,SUP002,20250220,3,2.09,0.00,6.27,4.56,0.2727,wallet,tok_wallet_b9ea4efb2762,,false,2025-02-20T19:19:00Z
SALE05794,P0017,C01310,S0155,PR005,SUP005,20250617,8,1.23,0.00,9.84,6.56,0.3333,iban_token,tok_iban_IT63_TSTB_8404898807,,true,2025-06-17T15:45:00Z
SALE05795,P0048,C01556,S0068,PR006,SUP005,20250310,1,3.55,0.53,3.02,2.69,0.1093,wallet,tok_wallet_bffe6a47f643,,false,2025-03-10T19:58:00Z
SALE05796,P0026,C00661,S0012,PR014,SUP007,20250828,7,2.09,0.00,14.63,10.64,0.2727,iban_token,tok_iban_DE83_TSTB_8278013162,,true,2025-08-28T10:48:00Z
SALE05797,P0009,C01447,S0057,PR008,SUP001,20251009,7,6.89,0.00,48.23,30.73,0.3628,card_token,tok_card_e61050fdbdbe,4242,false,2025-10-09T13:34:00Z
SALE05798,P0033,C01650,S0120,PR004,SUP007,20250926,4,2.63,0.00,10.52,7.48,0.2890,wallet,tok_wallet_4cbdb83269ff,,false,2025-09-26T15:26:00Z
SALE05799,P0060,C01233,S0048,PR008,SUP001,20250731,6,3.34,0.00,20.04,15.24,0.2395,wallet,tok_wallet_165f3fbfb740,,false,2025-07-31T09:10:00Z
SALE05800,P0037,C01108,S0124,,SUP005,20250312,7,4.18,0.00,29.26,22.47,0.2321,iban_token,tok_iban_DE13_TSTB_9725957704,,true,2025-03-12T12:09:00Z
SALE05801,P0010,C01438,S0092,PR004,SUP003,20250504,6,3.25,0.00,19.50,14.82,0.2400,card_token,tok_card_f49f06231ad3,4444,false,2025-05-04T10:02:00Z
SALE05802,P0012,C01341,S0015,PR013,SUP004,20250807,1,3.32,0.00,3.32,2.25,0.3223,card_token,tok_card_204c100aebf4,1881,false,2025-08-07T18:07:00Z
SALE05803,P0047,C00519,S0027,PR011,SUP009,20250719,3,1.95,0.00,5.85,4.47,0.2359,card_token,tok_card_8416d89a006f,1881,false,2025-07-19T13:49:00Z
SALE05804,P0049,C01301,S0106,PR012,SUP009,20260125,8,5.09,0.00,40.72,23.84,0.4145,card_token,tok_card_bff4964a3cf7,4444,false,2026-01-25T15:48:00Z
SALE05805,P0055,C00318,S0021,PR012,SUP007,20251113,3,1.86,0.00,5.58,3.54,0.3656,card_token,tok_card_09e5f3dae5be,4444,false,2025-11-13T20:46:00Z
SALE05806,P0017,C01947,S0139,PR013,SUP009,20250821,2,1.23,0.00,2.46,1.64,0.3333,card_token,tok_card_adea77e3ead4,2222,false,2025-08-21T20:59:00Z
SALE05807,P0024,C00194,S0140,PR011,SUP007,20250629,3,6.55,0.00,19.65,14.82,0.2458,card_token,tok_card_aec8dc36bc8e,4444,false,2025-06-29T13:01:00Z
SALE05808,P0014,C01808,S0079,,SUP003,20250205,7,3.68,0.00,25.76,16.87,0.3451,card_token,tok_card_293dcee9fbaf,4242,false,2025-02-05T21:09:00Z
SALE05809,P0030,C01345,S0122,PR014,SUP008,20250304,5,4.47,3.35,19.00,14.45,0.2395,card_token,tok_card_cbbcbaa32a10,4242,false,2025-03-04T10:59:00Z
SALE05810,P0029,C01467,S0009,PR008,SUP007,20250720,1,4.84,0.00,4.84,2.86,0.4091,wallet,tok_wallet_67b93edcbf59,,false,2025-07-20T12:10:00Z
SALE05811,P0039,C00884,S0127,PR009,SUP009,20260222,8,3.30,0.00,26.40,17.52,0.3364,card_token,tok_card_11ef92b7d2df,4444,false,2026-02-22T10:15:00Z
SALE05812,P0050,C00558,S0005,,SUP004,20250126,2,6.29,0.00,12.58,7.38,0.4134,iban_token,tok_iban_FR81_TSTB_1975538005,,true,2025-01-26T13:58:00Z
SALE05813,P0060,C00606,S0144,PR011,SUP008,20250321,5,3.34,0.00,16.70,12.70,0.2395,wallet,tok_wallet_da84d3bebb2e,,false,2025-03-21T10:00:00Z
SALE05814,P0037,C01640,S0052,PR009,SUP006,20250509,4,4.18,0.00,16.72,12.84,0.2321,card_token,tok_card_39c3be0d3a69,1881,false,2025-05-09T13:12:00Z
SALE05815,P0021,C00771,S0052,PR012,SUP008,20260105,8,1.77,0.00,14.16,9.12,0.3559,card_token,tok_card_ba9f66abb0b7,4444,false,2026-01-05T15:30:00Z
SALE05816,P0040,C01581,S0012,PR002,SUP005,20250722,4,3.85,0.00,15.40,9.36,0.3922,card_token,tok_card_dc5d2f43e6c6,4444,false,2025-07-22T21:07:00Z
SALE05817,P0007,C01803,S0153,PR013,SUP001,20250606,6,4.52,0.00,27.12,17.88,0.3407,iban_token,tok_iban_IT49_TSTB_9175391528,,true,2025-06-06T18:31:00Z
SALE05818,P0024,C00900,S0110,PR013,SUP007,20251107,8,6.55,0.00,52.40,39.52,0.2458,card_token,tok_card_14d607ec5cfb,2222,false,2025-11-07T08:31:00Z
SALE05819,P0052,C01710,S0037,PR002,SUP008,20250728,7,3.17,0.00,22.19,16.80,0.2429,wallet,tok_wallet_ebed92d7843f,,false,2025-07-28T10:47:00Z
SALE05820,P0027,C01119,S0069,PR007,SUP008,20250829,2,5.52,0.00,11.04,7.34,0.3351,card_token,tok_card_ed2ff24c2e8b,1881,false,2025-08-29T15:07:00Z
SALE05821,P0023,C00294,S0010,PR009,SUP002,20250408,1,6.10,0.00,6.10,4.16,0.3180,card_token,tok_card_3bec5609f832,0000,false,2025-04-08T15:43:00Z
SALE05822,P0002,C00364,S0170,PR002,SUP001,20250304,7,3.96,0.00,27.72,16.45,0.4066,iban_token,tok_iban_IT64_TSTB_2275690283,,true,2025-03-04T17:37:00Z
SALE05823,P0046,C00736,S0054,PR006,SUP009,20250409,5,4.77,0.00,23.85,15.30,0.3585,card_token,tok_card_1f0b74aff4bf,4444,false,2025-04-09T16:04:00Z
SALE05824,P0035,C01798,S0138,PR010,SUP001,20251113,2,5.90,0.00,11.80,7.78,0.3407,card_token,tok_card_3c7c78c4c3d5,1881,false,2025-11-13T20:22:00Z
SALE05825,P0002,C00709,S0023,PR011,SUP007,20250521,4,3.96,0.00,15.84,9.40,0.4066,card_token,tok_card_2bedbbb8b6ad,2222,false,2025-05-21T12:10:00Z
SALE05826,P0005,C00601,S0036,PR011,SUP002,20251226,3,3.05,0.00,9.15,5.52,0.3967,card_token,tok_card_37a291bbc890,2222,false,2025-12-26T14:32:00Z
SALE05827,P0006,C00978,S0153,PR006,SUP003,20251128,7,4.61,0.00,32.27,22.75,0.2950,card_token,tok_card_01cfeadf068c,4242,false,2025-11-28T10:20:00Z
SALE05828,P0033,C01168,S0031,PR009,SUP008,20251219,5,2.63,0.00,13.15,9.35,0.2890,wallet,tok_wallet_ed1c0e1f72db,,false,2025-12-19T08:39:00Z
SALE05829,P0033,C01178,S0035,PR008,SUP007,20251129,5,2.63,0.00,13.15,9.35,0.2890,card_token,tok_card_690f3bbe7c90,4242,false,2025-11-29T19:42:00Z
SALE05830,P0047,C01322,S0184,,SUP009,20250201,1,1.95,0.00,1.95,1.49,0.2359,card_token,tok_card_30fadefa2bb0,4444,false,2025-02-01T16:50:00Z
SALE05831,P0047,C00111,S0179,PR004,SUP008,20250202,4,1.95,0.00,7.80,5.96,0.2359,card_token,tok_card_ded39991f3ea,1881,false,2025-02-02T19:00:00Z
SALE05832,P0058,C01140,S0152,PR015,SUP004,20260227,3,2.63,0.00,7.89,4.59,0.4183,card_token,tok_card_94cdd3a8df9f,2222,false,2026-02-27T19:36:00Z
SALE05833,P0003,C00862,S0002,PR003,SUP002,20251030,7,3.33,0.00,23.31,16.52,0.2913,card_token,tok_card_fc0bbfbee351,4242,false,2025-10-30T17:42:00Z
SALE05834,P0045,C01376,S0057,PR006,SUP009,20250107,3,6.55,0.00,19.65,12.66,0.3557,card_token,tok_card_0e5264bf2eea,1881,false,2025-01-07T08:09:00Z
SALE05835,P0021,C00884,S0097,PR015,SUP002,20251129,8,1.77,0.00,14.16,9.12,0.3559,wallet,tok_wallet_ee6fb8b11ea4,,false,2025-11-29T21:02:00Z
SALE05836,P0050,C01282,S0080,PR006,SUP005,20251108,6,6.29,0.00,37.74,22.14,0.4134,wallet,tok_wallet_d785020cc60c,,false,2025-11-08T19:52:00Z
SALE05837,P0046,C01508,S0123,PR011,SUP009,20250610,7,4.77,0.00,33.39,21.42,0.3585,iban_token,tok_iban_FR61_TSTB_8048407586,,true,2025-06-10T08:52:00Z
SALE05838,P0048,C00254,S0092,PR002,SUP007,20250802,2,3.55,0.00,7.10,5.38,0.2423,card_token,tok_card_56a786adfe15,0000,false,2025-08-02T13:55:00Z
SALE05839,P0004,C00407,S0072,PR008,SUP006,20260201,8,2.90,0.00,23.20,14.80,0.3621,iban_token,tok_iban_IT86_TSTB_8040833811,,true,2026-02-01T12:12:00Z
SALE05840,P0036,C01053,S0134,PR005,SUP006,20250329,7,2.98,0.00,20.86,12.46,0.4027,card_token,tok_card_bc4d1d2b1f41,1881,false,2025-03-29T15:02:00Z
SALE05841,P0049,C00445,S0135,PR004,SUP003,20260214,2,5.09,0.00,10.18,5.96,0.4145,card_token,tok_card_18aece7ef5eb,2222,false,2026-02-14T13:51:00Z
SALE05842,P0006,C00490,S0139,PR005,SUP007,20250718,8,4.61,0.00,36.88,26.00,0.2950,card_token,tok_card_1eca91a9769d,4444,false,2025-07-18T13:00:00Z
SALE05843,P0041,C01615,S0145,PR001,SUP002,20250813,2,4.77,0.00,9.54,6.26,0.3438,card_token,tok_card_ddab7fcf7d22,4444,false,2025-08-13T08:03:00Z
SALE05844,P0060,C00447,S0190,PR006,SUP007,20250718,7,3.34,0.00,23.38,17.78,0.2395,card_token,tok_card_482687be3a56,4444,false,2025-07-18T10:23:00Z
SALE05845,P0036,C01358,S0047,PR003,SUP001,20251211,8,2.98,0.00,23.84,14.24,0.4027,card_token,tok_card_81fdd07f5c6c,4444,false,2025-12-11T13:41:00Z
SALE05846,P0022,C00551,S0100,PR005,SUP006,20250307,5,5.17,0.00,25.85,18.80,0.2727,card_token,tok_card_7c0a4fe8e16e,0000,false,2025-03-07T14:25:00Z
SALE05847,P0054,C01931,S0107,PR002,SUP007,20250723,1,4.90,0.00,4.90,2.89,0.4102,iban_token,tok_iban_FR95_TSTB_6711430537,,true,2025-07-23T11:11:00Z
SALE05848,P0057,C01788,S0083,PR015,SUP005,20250408,2,4.37,0.00,8.74,5.48,0.3730,wallet,tok_wallet_815e1edee9d2,,false,2025-04-08T19:27:00Z
SALE05849,P0008,C01634,S0175,PR015,SUP006,20250125,4,5.65,0.00,22.60,13.04,0.4230,card_token,tok_card_8a2a9d02ed84,4242,false,2025-01-25T15:39:00Z
SALE05850,P0050,C01400,S0180,PR003,SUP002,20251214,1,6.29,0.00,6.29,3.69,0.4134,card_token,tok_card_63fbdf97f64f,4242,false,2025-12-14T10:36:00Z
SALE05851,P0018,C00392,S0151,PR009,SUP005,20250301,5,6.24,0.00,31.20,18.05,0.4215,iban_token,tok_iban_NL13_TSTB_9993141843,,true,2025-03-01T12:38:00Z
SALE05852,P0008,C01516,S0112,PR003,SUP002,20260121,8,5.65,0.00,45.20,26.08,0.4230,card_token,tok_card_e24e9f0fd2fd,1881,false,2026-01-21T19:20:00Z
SALE05853,P0008,C00372,S0093,PR005,SUP006,20250721,3,5.65,0.00,16.95,9.78,0.4230,iban_token,tok_iban_DE52_TSTB_6239920265,,true,2025-07-21T16:16:00Z
SALE05854,P0042,C00071,S0056,PR001,SUP004,20250407,7,4.20,0.00,29.40,17.15,0.4167,card_token,tok_card_eaebea647d6f,0000,false,2025-04-07T08:02:00Z
SALE05855,P0025,C01803,S0199,PR013,SUP006,20250404,6,6.99,0.00,41.94,28.62,0.3176,iban_token,tok_iban_NL60_TSTB_1026778075,,true,2025-04-04T16:25:00Z
SALE05856,P0008,C01417,S0064,PR003,SUP007,20250620,4,5.65,0.00,22.60,13.04,0.4230,wallet,tok_wallet_26b4dcc2801c,,false,2025-06-20T18:46:00Z
SALE05857,P0002,C00813,S0192,PR014,SUP005,20250710,2,3.96,0.00,7.92,4.70,0.4066,card_token,tok_card_3ce14b5f62ef,4242,false,2025-07-10T11:00:00Z
SALE05858,P0013,C01364,S0023,PR006,SUP007,20250305,4,2.22,1.33,7.55,5.60,0.2583,card_token,tok_card_efcdb05ad95f,2222,false,2025-03-05T15:42:00Z
SALE05859,P0058,C00661,S0103,PR015,SUP009,20250509,5,2.63,0.00,13.15,7.65,0.4183,wallet,tok_wallet_24ac65c24e6e,,false,2025-05-09T13:18:00Z
SALE05860,P0060,C01819,S0138,PR011,SUP008,20250419,8,3.34,0.00,26.72,20.32,0.2395,card_token,tok_card_87c8a5a7c3d3,1881,false,2025-04-19T09:39:00Z
SALE05861,P0021,C00266,S0199,PR005,SUP009,20250301,1,1.77,0.00,1.77,1.14,0.3559,card_token,tok_card_ed2591e81eeb,4444,false,2025-03-01T09:27:00Z
SALE05862,P0050,C01867,S0059,PR014,SUP008,20251109,6,6.29,0.00,37.74,22.14,0.4134,card_token,tok_card_833ab6df8c7f,1881,false,2025-11-09T21:45:00Z
SALE05863,P0042,C00828,S0092,PR014,SUP003,20250911,8,4.20,0.00,33.60,19.60,0.4167,iban_token,tok_iban_NL75_TSTB_8368504804,,true,2025-09-11T09:22:00Z
SALE05864,P0015,C00110,S0160,PR008,SUP008,20251203,2,3.65,0.00,7.30,4.80,0.3425,wallet,tok_wallet_fdd3cbba4434,,false,2025-12-03T14:27:00Z
SALE05865,P0015,C00376,S0124,PR007,SUP007,20250213,4,3.65,0.00,14.60,9.60,0.3425,card_token,tok_card_bfdd7bc75dec,4242,false,2025-02-13T20:20:00Z
SALE05866,P0058,C00507,S0076,PR001,SUP006,20250708,6,2.63,0.00,15.78,9.18,0.4183,wallet,tok_wallet_ac0dbebf6468,,false,2025-07-08T11:59:00Z
SALE05867,P0058,C00572,S0035,PR008,SUP004,20251106,3,2.63,0.00,7.89,4.59,0.4183,card_token,tok_card_cdbe6efa4dbf,4444,false,2025-11-06T16:06:00Z
SALE05868,P0046,C01806,S0044,PR013,SUP004,20250814,2,4.77,0.00,9.54,6.12,0.3585,iban_token,tok_iban_DE46_TSTB_9316279371,,true,2025-08-14T09:53:00Z
SALE05869,P0020,C01904,S0033,PR007,SUP003,20250724,8,7.48,0.00,59.84,36.08,0.3971,wallet,tok_wallet_6952d404bd74,,false,2025-07-24T09:40:00Z
SALE05870,P0059,C01990,S0156,PR013,SUP008,20251203,7,5.84,0.00,40.88,30.66,0.2500,card_token,tok_card_e8e5fbb71779,4444,false,2025-12-03T08:13:00Z
SALE05871,P0034,C00443,S0104,PR009,SUP005,20250605,7,4.22,0.00,29.54,21.70,0.2654,iban_token,tok_iban_ES80_TSTB_4402580684,,true,2025-06-05T21:15:00Z
SALE05872,P0044,C00669,S0039,PR001,SUP009,20250305,5,3.28,0.00,16.40,10.85,0.3384,iban_token,tok_iban_NL62_TSTB_1333793272,,true,2025-03-05T08:59:00Z
SALE05873,P0043,C00467,S0197,PR014,SUP008,20250221,5,6.14,4.60,26.10,21.25,0.1858,card_token,tok_card_c3a4bc9178e3,4242,false,2025-02-21T11:48:00Z
SALE05874,P0049,C01261,S0065,PR007,SUP002,20250317,3,5.09,0.00,15.27,8.94,0.4145,card_token,tok_card_fe5a28978b0e,4444,false,2025-03-17T09:05:00Z
SALE05875,P0056,C00690,S0069,,SUP007,20250111,3,4.90,0.00,14.70,8.58,0.4163,wallet,tok_wallet_baabba407b7a,,false,2025-01-11T08:47:00Z
SALE05876,P0003,C00201,S0095,PR011,SUP001,20250915,1,3.33,0.00,3.33,2.36,0.2913,card_token,tok_card_c0abc33cb9dc,4242,false,2025-09-15T20:31:00Z
SALE05877,P0002,C00696,S0108,PR013,SUP005,20260106,6,3.96,0.00,23.76,14.10,0.4066,card_token,tok_card_6d95daaad62d,1881,false,2026-01-06T16:03:00Z
SALE05878,P0017,C00378,S0174,PR011,SUP008,20250426,8,1.23,0.00,9.84,6.56,0.3333,card_token,tok_card_490b97d07bdc,2222,false,2025-04-26T15:01:00Z
SALE05879,P0017,C01710,S0004,PR011,SUP005,20260121,4,1.23,0.00,4.92,3.28,0.3333,card_token,tok_card_996b45cf14d9,1881,false,2026-01-21T11:07:00Z
SALE05880,P0023,C01987,S0079,PR003,SUP008,20250104,1,6.10,0.00,6.10,4.16,0.3180,card_token,tok_card_9df8ba2dcabc,4242,false,2025-01-04T10:20:00Z
SALE05881,P0037,C01785,S0015,PR006,SUP003,20250626,8,4.18,0.00,33.44,25.68,0.2321,iban_token,tok_iban_FR22_TSTB_5311329187,,true,2025-06-26T15:30:00Z
SALE05882,P0013,C00542,S0073,PR014,SUP005,20250303,8,2.22,2.66,15.10,11.20,0.2583,card_token,tok_card_3a78a9d2c1fe,0000,false,2025-03-03T11:31:00Z
SALE05883,P0058,C00166,S0030,PR012,SUP001,20250913,6,2.63,0.00,15.78,9.18,0.4183,wallet,tok_wallet_3bc9fe0d2967,,false,2025-09-13T12:55:00Z
SALE05884,P0011,C00596,S0095,PR010,SUP004,20260106,2,7.67,0.00,15.34,8.96,0.4159,wallet,tok_wallet_f8884cfdb58d,,false,2026-01-06T11:18:00Z
SALE05885,P0048,C01409,S0150,PR015,SUP006,20251029,5,3.55,0.00,17.75,13.45,0.2423,card_token,tok_card_ad98d95551e0,4444,false,2025-10-29T14:14:00Z
SALE05886,P0018,C01570,S0192,PR011,SUP006,20251214,6,6.24,0.00,37.44,21.66,0.4215,card_token,tok_card_aa6aeec06aab,2222,false,2025-12-14T15:48:00Z
SALE05887,P0026,C00214,S0195,,SUP002,20260225,8,2.09,0.00,16.72,12.16,0.2727,wallet,tok_wallet_fb5d2b8eb70d,,false,2026-02-25T10:14:00Z
SALE05888,P0041,C01956,S0018,PR014,SUP002,20251111,2,4.77,0.00,9.54,6.26,0.3438,card_token,tok_card_bd42fc536ffe,4444,false,2025-11-11T11:32:00Z
SALE05889,P0036,C01835,S0032,PR001,SUP001,20260112,4,2.98,0.00,11.92,7.12,0.4027,wallet,tok_wallet_cfe243afa83e,,false,2026-01-12T20:00:00Z
SALE05890,P0005,C00053,S0151,PR007,SUP006,20250516,7,3.05,0.00,21.35,12.88,0.3967,card_token,tok_card_f88ad0e8f86e,4444,false,2025-05-16T14:00:00Z
SALE05891,P0032,C00002,S0053,PR001,SUP003,20251202,1,2.60,0.00,2.60,1.97,0.2423,card_token,tok_card_bb464f4a6b82,4242,false,2025-12-02T08:51:00Z
SALE05892,P0043,C00377,S0031,,SUP007,20250922,8,6.14,0.00,49.12,34.00,0.3078,iban_token,tok_iban_DE84_TSTB_3656876435,,true,2025-09-22T09:59:00Z
SALE05893,P0038,C01882,S0173,PR008,SUP005,20250723,4,7.04,0.00,28.16,19.36,0.3125,card_token,tok_card_9041d6dd3acf,1881,false,2025-07-23T08:46:00Z
SALE05894,P0057,C01523,S0098,PR015,SUP004,20250918,4,4.37,0.00,17.48,10.96,0.3730,iban_token,tok_iban_FR68_TSTB_4267900628,,true,2025-09-18T17:55:00Z
SALE05895,P0034,C01817,S0178,PR015,SUP008,20260204,4,4.22,0.00,16.88,12.40,0.2654,card_token,tok_card_d4efcce74d4c,4242,false,2026-02-04T18:19:00Z
SALE05896,P0055,C00920,S0028,PR011,SUP006,20250101,3,1.86,0.00,5.58,3.54,0.3656,iban_token,tok_iban_ES69_TSTB_7259720328,,true,2025-01-01T09:07:00Z
SALE05897,P0055,C00837,S0116,PR005,SUP008,20250531,2,1.86,0.00,3.72,2.36,0.3656,iban_token,tok_iban_ES10_TSTB_6161172872,,true,2025-05-31T18:05:00Z
SALE05898,P0006,C01832,S0184,,SUP007,20250309,6,4.61,0.00,27.66,19.50,0.2950,card_token,tok_card_89ccf261300f,2222,false,2025-03-09T14:14:00Z
SALE05899,P0015,C00894,S0160,PR003,SUP008,20250317,8,3.65,0.00,29.20,19.20,0.3425,card_token,tok_card_ca99752f75d9,4242,false,2025-03-17T17:05:00Z
SALE05900,P0054,C01258,S0013,PR005,SUP001,20250418,6,4.90,0.00,29.40,17.34,0.4102,card_token,tok_card_ed230c492fc3,2222,false,2025-04-18T18:26:00Z
SALE05901,P0019,C00850,S0043,PR013,SUP005,20260213,3,4.88,0.00,14.64,9.57,0.3463,card_token,tok_card_c7edbc0e3d5c,4242,false,2026-02-13T21:00:00Z
SALE05902,P0052,C00998,S0193,PR012,SUP006,20250827,7,3.17,0.00,22.19,16.80,0.2429,card_token,tok_card_d9af4a5ca51f,1881,false,2025-08-27T19:39:00Z
SALE05903,P0007,C00470,S0107,PR010,SUP007,20250911,3,4.52,0.00,13.56,8.94,0.3407,card_token,tok_card_21f3dcd16e44,1881,false,2025-09-11T17:39:00Z
SALE05904,P0048,C01777,S0080,PR013,SUP005,20250915,3,3.55,0.00,10.65,8.07,0.2423,card_token,tok_card_85aa2b7ba31d,0000,false,2025-09-15T08:25:00Z
SALE05905,P0008,C00456,S0167,PR007,SUP006,20250415,3,5.65,0.00,16.95,9.78,0.4230,iban_token,tok_iban_IT21_TSTB_2160194225,,true,2025-04-15T16:36:00Z
SALE05906,P0022,C01579,S0199,PR015,SUP004,20251227,7,5.17,0.00,36.19,26.32,0.2727,card_token,tok_card_668e28cfbdd3,0000,false,2025-12-27T18:06:00Z
SALE05907,P0042,C01922,S0141,PR012,SUP004,20250702,6,4.20,0.00,25.20,14.70,0.4167,card_token,tok_card_f575fa80f13a,1881,false,2025-07-02T12:52:00Z
SALE05908,P0041,C01479,S0117,PR011,SUP004,20250123,2,4.77,0.00,9.54,6.26,0.3438,card_token,tok_card_0eed2ab3e6c4,0000,false,2025-01-23T20:49:00Z
SALE05909,P0040,C01082,S0098,PR011,SUP008,20250606,6,3.85,0.00,23.10,14.04,0.3922,card_token,tok_card_0bf5f68c1bbc,4444,false,2025-06-06T15:19:00Z
SALE05910,P0018,C01428,S0181,PR003,SUP007,20250922,4,6.24,0.00,24.96,14.44,0.4215,wallet,tok_wallet_23b88cfc63db,,false,2025-09-22T09:35:00Z
SALE05911,P0043,C00085,S0045,PR011,SUP006,20250823,1,6.14,0.00,6.14,4.25,0.3078,wallet,tok_wallet_aeaf214ef4e3,,false,2025-08-23T10:36:00Z
SALE05912,P0060,C01723,S0086,PR011,SUP006,20250321,1,3.34,0.00,3.34,2.54,0.2395,card_token,tok_card_5b1d22ca1bca,4444,false,2025-03-21T21:40:00Z
SALE05913,P0055,C00359,S0118,PR015,SUP004,20250713,2,1.86,0.00,3.72,2.36,0.3656,card_token,tok_card_de7e666992ad,4242,false,2025-07-13T15:33:00Z
SALE05914,P0020,C01906,S0019,,SUP008,20251209,2,7.48,0.00,14.96,9.02,0.3971,card_token,tok_card_1eb9a7a1bf66,4242,false,2025-12-09T13:42:00Z
SALE05915,P0009,C00276,S0059,PR015,SUP008,20250822,6,6.89,0.00,41.34,26.34,0.3628,wallet,tok_wallet_8decab28fdec,,false,2025-08-22T15:42:00Z
SALE05916,P0011,C01893,S0183,PR011,SUP002,20250313,5,7.67,0.00,38.35,22.40,0.4159,card_token,tok_card_835989e2a64f,4242,false,2025-03-13T13:17:00Z
SALE05917,P0014,C01558,S0114,PR009,SUP006,20250426,4,3.68,0.00,14.72,9.64,0.3451,card_token,tok_card_d2d6ee39a953,2222,false,2025-04-26T11:27:00Z
SALE05918,P0036,C01688,S0177,PR004,SUP002,20260219,3,2.98,0.00,8.94,5.34,0.4027,card_token,tok_card_4d530242e9b8,1881,false,2026-02-19T17:15:00Z
SALE05919,P0009,C01885,S0084,PR013,SUP006,20250619,2,6.89,0.00,13.78,8.78,0.3628,iban_token,tok_iban_IT27_TSTB_2091684884,,true,2025-06-19T17:40:00Z
SALE05920,P0021,C00882,S0092,PR002,SUP002,20260210,6,1.77,0.00,10.62,6.84,0.3559,card_token,tok_card_e940dfcaa2dc,4242,false,2026-02-10T21:04:00Z
SALE05921,P0023,C01314,S0059,PR004,SUP008,20250111,3,6.10,0.00,18.30,12.48,0.3180,wallet,tok_wallet_49a924917fcd,,false,2025-01-11T17:43:00Z
SALE05922,P0032,C01040,S0154,PR012,SUP009,20251125,8,2.60,0.00,20.80,15.76,0.2423,wallet,tok_wallet_cd8fc3fcfbae,,false,2025-11-25T14:35:00Z
SALE05923,P0013,C00832,S0141,,SUP004,20251010,2,2.22,0.00,4.44,2.80,0.3694,wallet,tok_wallet_dff5b0d23895,,false,2025-10-10T20:42:00Z
SALE05924,P0002,C01515,S0173,PR003,SUP009,20251002,3,3.96,0.00,11.88,7.05,0.4066,card_token,tok_card_a8d8aaceb2ac,4242,false,2025-10-02T14:34:00Z
SALE05925,P0058,C00049,S0010,PR010,SUP002,20250209,5,2.63,0.00,13.15,7.65,0.4183,card_token,tok_card_f1dcd6ba6a8c,0000,false,2025-02-09T11:39:00Z
SALE05926,P0032,C00841,S0185,PR012,SUP009,20250901,6,2.60,0.00,15.60,11.82,0.2423,wallet,tok_wallet_b45d06e507ba,,false,2025-09-01T15:03:00Z
SALE05927,P0059,C01770,S0138,PR011,SUP004,20260129,6,5.84,0.00,35.04,26.28,0.2500,card_token,tok_card_ff7feabb0efd,1881,false,2026-01-29T08:34:00Z
SALE05928,P0035,C00689,S0155,PR008,SUP002,20250501,5,5.90,0.00,29.50,19.45,0.3407,card_token,tok_card_d2ca1d2c2a3e,2222,false,2025-05-01T21:15:00Z
SALE05929,P0021,C01020,S0049,PR002,SUP008,20250524,1,1.77,0.00,1.77,1.14,0.3559,card_token,tok_card_3e667aebca6c,1881,false,2025-05-24T08:38:00Z
